datetime,actual,forecast
2025-01-01,16102.833333333334,16924.540527787954
2025-01-02,18081.958333333332,16838.524794642017
2025-01-03,18498.375,16659.27867535712
2025-01-04,18520.416666666668,15703.539422493714
2025-01-05,18512.75,15496.961258431185
2025-01-06,19923.208333333332,16806.059730198576
2025-01-07,20395.791666666668,16932.548169180583
2025-01-08,20480.75,16920.25066652891
2025-01-09,20432.208333333332,16834.234933382973
2025-01-10,19073.125,16654.988814098077
2025-01-11,18328.416666666668,15699.24956123467
2025-01-12,17541.5,15492.671397172142
2025-01-13,18772.25,16801.769868939533
2025-01-14,19192.416666666668,16928.25830792154
2025-01-15,19757.583333333332,16915.960805269868
2025-01-16,19663.958333333332,16829.94507212393
2025-01-17,18855.0,16650.698952839033
2025-01-18,17653.75,15694.959699975627
2025-01-19,17734.166666666668,15488.381535913099
2025-01-20,19846.416666666668,16797.48000768049
2025-01-21,21144.083333333332,16923.968446662497
2025-01-22,21352.875,16911.670944010824
2025-01-23,20570.166666666668,16825.655210864887
2025-01-24,19984.291666666668,16646.40909157999
2025-01-25,19028.75,15690.669838716583
2025-01-26,18056.75,15484.091674654055
2025-01-27,18576.333333333332,16793.190146421446
2025-01-28,18588.708333333332,16919.678585403453
2025-01-29,18518.541666666668,16907.38108275178
2025-01-30,19031.083333333332,16821.365349605843
2025-01-31,18533.833333333332,16642.119230320946
2025-02-01,17804.916666666668,15686.37997745754
2025-02-02,19115.375,15479.801813395012
2025-02-03,18491.458333333332,16788.900285162403
2025-02-04,18069.25,16915.38872414441
2025-02-05,18778.625,16903.091221492738
2025-02-06,19433.25,16817.0754883468
2025-02-07,18246.708333333332,16637.829369061903
2025-02-08,18129.208333333332,15682.090116198497
2025-02-09,18221.708333333332,15475.511952135968
2025-02-10,18782.458333333332,16784.61042390336
2025-02-11,19255.875,16911.098862885367
2025-02-12,19224.708333333332,16898.801360233694
2025-02-13,18740.541666666668,16812.785627087756
2025-02-14,18440.333333333332,16633.53950780286
2025-02-15,18454.833333333332,15677.800254939453
2025-02-16,17873.125,15471.222090876925
2025-02-17,18780.166666666668,16780.320562644316
2025-02-18,19873.708333333332,16906.809001626323
2025-02-19,19796.791666666668,16894.51149897465
2025-02-20,19815.375,16808.495765828713
2025-02-21,19454.5,16629.249646543816
2025-02-22,17690.708333333332,15673.51039368041
2025-02-23,16986.166666666668,15466.932229617882
2025-02-24,17285.958333333332,16776.030701385273
2025-02-25,17052.125,16902.51914036728
2025-02-26,16273.208333333334,16890.221637715607
2025-02-27,17229.041666666668,16804.20590456967
2025-02-28,16465.333333333332,16624.959785284773
2025-03-01,16296.75,15669.220532421366
2025-03-02,17400.083333333332,15462.642368358838
2025-03-03,17948.083333333332,16771.74084012623
2025-03-04,17511.75,16898.229279108236
2025-03-05,16972.666666666668,16885.931776456564
2025-03-06,16811.208333333332,16799.916043310626
2025-03-07,16918.666666666668,16620.66992402573
2025-03-08,15831.125,15664.930671162323
2025-03-09,15732.08695652174,15458.352507099795
2025-03-10,15365.291666666666,16767.450978867186
2025-03-11,15034.958333333334,16893.939417849193
2025-03-12,15834.791666666666,16881.64191519752
2025-03-13,15598.625,16795.626182051583
2025-03-14,15116.416666666666,16616.380062766686
